Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Myles Turner,21,IND,C,65,62,28.2,4.7,9.8,0.479,0.9,2.4,0.357,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5.0,6.4,1.3,0.6,1.8,1.5,2.9,12.7
Jonas ValanÄiÅ«nas,25,TOR,C,77,77,22.4,5.1,8.9,0.568,0.4,1.0,0.405,4.7,8.0,0.587,0.59,2.2,2.7,0.806,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5,12.7
Robert Covington,27,PHI,SF,80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0,12.6
Spencer Dinwiddie,24,BRK,PG,80,58,28.8,4.1,10.5,0.387,1.8,5.4,0.326,2.3,5.1,0.452,0.471,2.7,3.4,0.813,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,12.6
Serge Ibaka,28,TOR,PF,76,76,27.5,5.0,10.3,0.483,1.4,3.9,0.36,3.6,6.4,0.559,0.552,1.2,1.6,0.797,1.0,5.3,6.3,0.8,0.4,1.3,1.2,2.8,12.6
Jabari Parker,22,MIL,PF,31,3,24.0,5.2,10.7,0.482,1.0,2.6,0.383,4.2,8.1,0.514,0.529,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,1.6,12.6
E'Twaun Moore,28,NOP,SG,82,80,31.5,5.2,10.1,0.508,1.6,3.7,0.425,3.6,6.5,0.556,0.585,0.6,0.8,0.706,0.7,2.2,2.9,2.3,1.0,0.1,1.2,2.2,12.5
Darren Collison,30,IND,PG,69,64,29.2,4.6,9.2,0.495,1.4,3.0,0.468,3.2,6.3,0.508,0.571,1.8,2.1,0.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4
Derrick Favors,26,UTA,C,77,77,28.0,5.1,9.1,0.563,0.2,0.8,0.222,4.9,8.3,0.596,0.573,1.8,2.8,0.651,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3
Patrick Beverley,29,LAC,SG,11,11,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2
Taj Gibson,32,MIN,PF,82,82,33.2,5.2,9.0,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,1.7,2.3,0.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2
Justin Holiday,28,CHI,SG,72,72,31.5,4.0,10.9,0.371,2.2,6.2,0.359,1.8,4.6,0.387,0.474,1.9,2.3,0.823,0.4,3.6,4.0,2.1,1.1,0.4,1.3,1.9,12.2
Marco Belinelli,31,ATL,SG,52,1,23.3,3.8,9.3,0.41,1.8,4.8,0.372,2.1,4.6,0.45,0.505,1.9,2.1,0.927,0.3,1.7,1.9,2.0,0.9,0.1,1.0,0.8,11.4
Marco Belinelli,31,PHI,SG,28,1,26.3,4.9,10.0,0.495,2.0,5.3,0.385,2.9,4.7,0.618,0.597,1.7,1.9,0.87,0.2,1.6,1.8,1.6,0.7,0.3,1.4,1.8,13.6
Gerald Green,32,HOU,SG,41,2,22.7,4.1,10.1,0.407,2.7,7.3,0.369,1.4,2.8,0.504,0.54,1.2,1.5,0.85,0.4,2.9,3.2,0.6,0.6,0.4,0.8,2.1,12.1
Caris LeVert,23,BRK,SF,71,10,26.3,4.5,10.4,0.435,1.2,3.5,0.347,3.3,6.9,0.48,0.493,1.9,2.6,0.711,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2,12.1
Andre Ingram,32,LAL,SG,2,0,32.0,4.0,8.5,0.471,2.5,4.5,0.556,1.5,4.0,0.375,0.618,1.5,1.5,1.0,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,12.0
DeAndre Jordan,29,LAC,C,77,77,31.5,4.8,7.5,0.645,0.0,0.0,,4.8,7.5,0.645,0.645,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12.0
Courtney Lee,32,NYK,SG,76,69,30.4,4.5,9.9,0.454,1.5,3.7,0.406,3.0,6.3,0.482,0.529,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12.0
Dirk Nowitzki,39,DAL,C,77,77,24.7,4.5,9.8,0.456,1.8,4.4,0.409,2.7,5.5,0.494,0.547,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12.0
Bogdan BogdanoviÄ,25,SAC,SG,78,52,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8
Robin Lopez,29,CHI,C,64,64,26.4,5.3,10.1,0.53,0.1,0.2,0.286,5.3,9.9,0.536,0.533,1.1,1.4,0.756,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,11.8
Kelly Oubre Jr.,22,WAS,SF,81,11,27.5,3.9,9.8,0.403,1.6,4.6,0.341,2.4,5.2,0.456,0.482,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1.0,0.4,1.1,2.9,11.8
Thaddeus Young,29,IND,PF,81,81,32.2,5.2,10.7,0.487,0.7,2.2,0.32,4.5,8.4,0.531,0.521,0.7,1.1,0.598,2.3,4.0,6.3,1.9,1.7,0.4,1.3,2.2,11.8
Trevor Ariza,32,HOU,SF,67,67,33.9,4.0,9.7,0.412,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,11.7
Tyler Johnson,25,MIA,PG,72,39,28.5,4.3,9.9,0.435,1.7,4.5,0.367,2.6,5.4,0.491,0.518,1.5,1.8,0.822,0.5,3.0,3.4,2.3,0.8,0.5,1.1,2.1,11.7
J.J. Barea,33,DAL,PG,69,11,23.2,4.4,10.0,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6
Nicolas Batum,29,CHO,SG,64,64,31.0,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6
De'Aaron Fox,20,SAC,PG,73,61,27.8,4.5,10.9,0.412,0.6,2.1,0.307,3.8,8.8,0.436,0.441,1.9,2.7,0.723,0.5,2.3,2.8,4.4,1.0,0.3,2.4,2.2,11.6
Domantas Sabonis,21,IND,C,74,19,24.5,4.6,8.9,0.514,0.2,0.5,0.351,4.4,8.4,0.524,0.524,2.3,3.0,0.75,2.2,5.5,7.7,2.0,0.5,0.4,1.9,3.0,11.6
Rudy Gay,31,SAS,PF,57,6,21.6,4.4,9.4,0.471,0.6,2.1,0.314,3.8,7.4,0.516,0.506,2.0,2.5,0.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5
Joe Ingles,30,UTA,SF,82,81,31.4,4.1,8.8,0.467,2.5,5.7,0.44,1.6,3.1,0.516,0.609,0.8,1.0,0.795,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2,11.5
Markieff Morris,28,WAS,PF,73,73,27.0,4.5,9.4,0.48,1.0,2.8,0.367,3.5,6.6,0.529,0.536,1.4,1.8,0.82,1.0,4.6,5.6,1.9,0.8,0.5,1.7,3.0,11.5
Kelly Olynyk,26,MIA,PF,76,22,23.4,4.2,8.4,0.497,1.4,3.7,0.379,2.8,4.7,0.59,0.58,1.8,2.3,0.77,1.2,4.5,5.7,2.7,0.8,0.5,1.9,2.9,11.5
Dwyane Wade,36,CLE,SG,46,3,23.2,4.3,9.5,0.455,0.5,1.5,0.329,3.8,7.9,0.479,0.482,2.0,2.9,0.701,0.8,3.1,3.9,3.5,0.9,0.7,2.0,1.8,11.2
Dwyane Wade,36,MIA,SG,21,0,22.2,4.8,11.8,0.409,0.4,2.0,0.22,4.4,9.8,0.447,0.427,2.0,2.6,0.745,0.5,2.9,3.4,3.1,0.9,0.7,2.3,1.9,12.0
Reggie Bullock,26,DET,SF,62,52,27.9,4.3,8.8,0.489,2.0,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.796,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,11.3
Terry Rozier,23,BOS,PG,80,16,25.9,4.0,10.0,0.395,1.9,5.0,0.381,2.0,5.0,0.41,0.491,1.4,1.9,0.772,0.8,3.9,4.7,2.9,1.0,0.2,1.0,1.5,11.3
Wayne Ellington,30,MIA,SG,77,2,26.5,3.7,9.1,0.407,2.9,7.5,0.392,0.8,1.6,0.479,0.569,0.9,1.0,0.859,0.3,2.5,2.8,1.0,0.7,0.1,0.7,1.2,11.2
Frank Kaminsky,24,CHO,PF,79,4,23.2,3.9,9.1,0.429,1.3,3.5,0.38,2.6,5.6,0.459,0.501,2.0,2.5,0.799,0.6,3.1,3.6,1.6,0.5,0.2,0.8,1.2,11.1
Dillon Brooks,22,MEM,SF,82,74,28.7,4.1,9.4,0.44,1.1,3.2,0.356,3.0,6.2,0.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0
Draymond Green,27,GSW,PF,70,70,32.7,4.0,8.8,0.454,1.1,3.7,0.301,2.9,5.2,0.562,0.516,1.9,2.5,0.775,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11.0
Montrezl Harrell,24,LAC,C,76,3,17.0,4.6,7.2,0.635,0.0,0.1,0.143,4.6,7.1,0.641,0.636,1.8,2.9,0.626,1.4,2.7,4.0,1.0,0.5,0.7,0.9,1.9,11.0
Ersan Ä°lyasova,30,ATL,PF,46,40,25.5,4.0,8.7,0.459,1.3,3.7,0.359,2.7,5.0,0.532,0.535,1.6,2.0,0.8,1.6,3.8,5.5,1.1,1.0,0.4,0.9,2.0,10.9
Ersan Ä°lyasova,30,PHI,PF,23,3,24.1,4.0,9.2,0.439,1.3,3.6,0.361,2.7,5.6,0.488,0.509,1.4,2.0,0.733,1.9,4.8,6.7,1.7,0.7,0.4,1.3,2.8,10.8
Ish Smith,29,DET,PG,82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.347,4.3,8.5,0.506,0.507,1.0,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9
Jeff Green,31,CLE,PF,78,14,23.4,3.8,7.9,0.477,0.7,2.2,0.312,3.1,5.7,0.54,0.52,2.6,3.0,0.868,0.8,2.4,3.2,1.3,0.5,0.4,1.0,1.9,10.8
Joe Harris,26,BRK,SG,78,14,25.3,3.9,8.0,0.491,1.9,4.6,0.419,2.0,3.4,0.589,0.612,1.1,1.3,0.827,0.7,2.7,3.3,1.6,0.4,0.3,1.2,2.0,10.8
James Johnson,30,MIA,PF,73,41,26.6,4.2,8.4,0.503,0.8,2.5,0.308,3.5,5.9,0.587,0.55,1.5,2.2,0.698,0.8,4.1,4.9,3.8,1.0,0.7,1.9,2.6,10.8
Damion Lee,25,ATL,SG,15,11,26.9,4.1,10.1,0.408,1.0,4.0,0.25,3.1,6.1,0.511,0.457,1.5,1.9,0.759,0.7,4.0,4.7,1.9,1.3,0.1,0.9,1.7,10.7
John Collins,20,ATL,PF,74,26,24.1,4.2,7.4,0.576,0.2,0.6,0.34,4.0,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5
Greg Monroe,27,MIL,C,5,0,15.8,3.2,6.6,0.485,0.0,0.0,,3.2,6.6,0.485,0.485,0.4,0.8,0.5,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
Greg Monroe,27,PHO,C,20,14,23.3,4.9,7.8,0.626,0.0,0.0,,4.9,7.8,0.626,0.626,1.6,2.3,0.674,2.5,5.5,8.0,2.5,0.8,0.3,2.0,2.0,11.3
Greg Monroe,27,BOS,C,26,0,19.1,4.0,7.6,0.53,0.0,0.0,,4.0,7.6,0.53,0.53,2.1,2.7,0.797,2.0,4.3,6.3,2.3,1.1,0.7,1.8,1.8,10.2
Jamal Crawford,37,MIN,SG,80,0,20.7,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.477,0.485,1.3,1.4,0.903,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3
JaMychal Green,27,MEM,PF,55,54,28.0,4.1,8.9,0.457,0.8,2.3,0.339,3.3,6.6,0.499,0.501,1.5,2.0,0.721,2.7,5.8,8.4,1.4,0.6,0.5,1.4,2.8,10.3
D.J. Augustin,30,ORL,PG,75,36,23.5,3.3,7.2,0.452,1.5,3.6,0.419,1.7,3.6,0.485,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2
Lonzo Ball,20,LAL,PG,52,50,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2
Yogi Ferrell,24,DAL,SG,82,21,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,1.0,1.3,0.796,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,10.2
Marcus Smart,23,BOS,SG,54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2
Denzel Valentine,24,CHI,SG,77,37,27.2,3.9,9.4,0.417,1.9,4.8,0.386,2.1,4.6,0.45,0.517,0.5,0.7,0.745,0.6,4.5,5.1,3.2,0.8,0.1,1.3,2.4,10.2
Pau Gasol,37,SAS,C,77,63,23.5,3.7,8.1,0.458,0.6,1.6,0.358,3.2,6.6,0.481,0.492,2.1,2.7,0.756,1.7,6.4,8.0,3.1,0.3,1.0,1.4,1.6,10.1
George Hill,31,SAC,PG,43,36,26.6,3.6,7.6,0.469,1.3,3.0,0.453,2.2,4.6,0.48,0.558,1.8,2.3,0.778,0.5,2.2,2.7,2.8,0.9,0.3,1.4,1.7,10.3
George Hill,31,CLE,PG,24,24,27.9,3.5,7.8,0.444,1.1,3.2,0.351,2.3,4.6,0.509,0.516,1.4,1.7,0.805,0.8,1.8,2.7,2.8,0.9,0.6,1.2,2.2,9.4
Wilson Chandler,30,DEN,SF,74,71,31.7,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,10.0
Dewayne Dedmon,28,ATL,C,62,46,24.9,4.0,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0
C.J. Miles,30,TOR,SF,70,3,19.1,3.2,8.6,0.379,2.3,6.5,0.361,0.9,2.1,0.434,0.516,1.2,1.4,0.835,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,10.0
Patty Mills,29,SAS,PG,82,36,25.7,3.4,8.3,0.411,1.9,5.0,0.372,1.5,3.3,0.47,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10.0
Trey Lyles,22,DEN,PF,73,2,19.1,3.7,7.5,0.491,1.1,3.0,0.381,2.6,4.5,0.563,0.566,1.4,2.0,0.706,0.8,4.0,4.8,1.2,0.4,0.5,0.8,1.5,9.9
Jae Crowder,27,CLE,SF,53,47,25.4,3.0,7.1,0.418,1.2,3.6,0.328,1.8,3.5,0.508,0.5,1.5,1.7,0.848,0.8,2.5,3.3,1.1,0.8,0.2,0.8,2.3,8.6
Jae Crowder,27,UTA,SF,27,0,27.6,4.2,10.9,0.386,1.8,5.6,0.316,2.4,5.3,0.462,0.468,1.6,2.1,0.768,0.7,3.1,3.8,1.5,0.9,0.3,1.2,2.3,11.8
Tyrone Wallace,23,LAC,PG,30,19,28.4,3.7,8.2,0.445,0.3,1.3,0.25,3.3,6.9,0.483,0.466,2.0,2.6,0.782,0.7,2.8,3.5,2.4,0.9,0.4,1.5,2.8,9.7
Mario Hezonja,22,ORL,SF,75,30,22.1,3.6,8.2,0.442,1.2,3.6,0.337,2.4,4.7,0.523,0.515,1.1,1.4,0.819,0.5,3.2,3.7,1.4,1.1,0.4,1.1,1.8,9.6
Quinn Cook,24,GSW,PG,33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0.0,1.0,1.8,9.5
Andrew Harrison,23,MEM,PG,56,46,23.7,3.2,7.7,0.422,0.8,2.5,0.331,2.4,5.1,0.467,0.477,2.2,2.8,0.78,0.4,1.9,2.3,3.2,0.7,0.5,1.4,2.5,9.5
MiloÅ¡ TeodosiÄ,30,LAC,PG,45,36,25.2,3.4,8.0,0.419,2.0,5.2,0.379,1.4,2.8,0.492,0.542,0.9,1.0,0.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5
Marvin Williams,31,CHO,PF,78,78,25.7,3.3,7.2,0.458,1.6,3.9,0.413,1.7,3.3,0.512,0.57,1.3,1.6,0.829,0.9,3.8,4.7,1.2,0.7,0.5,0.8,1.5,9.5
Mike James,27,PHO,PG,32,10,20.9,3.8,9.8,0.388,0.8,3.0,0.268,3.0,6.7,0.442,0.429,2.0,2.6,0.762,0.4,2.4,2.8,3.8,0.8,0.2,1.5,1.4,10.4
Mike James,27,NOP,PG,4,0,4.5,0.5,2.3,0.222,0.0,0.3,0.0,0.5,2.0,0.25,0.222,0.0,0.0,,0.3,0.0,0.3,1.5,0.3,0.0,0.3,0.8,1.0
Al-Farouq Aminu,27,POR,PF,69,67,30.0,3.3,8.4,0.395,1.8,4.9,0.369,1.5,3.5,0.432,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2.0,9.3
Ryan Anderson,29,HOU,PF,66,50,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3
Wayne Selden,23,MEM,SG,35,9,19.8,3.3,7.7,0.431,1.4,3.5,0.402,1.9,4.2,0.456,0.522,1.3,1.7,0.746,0.5,1.1,1.6,1.9,0.5,0.1,1.5,1.7,9.3
Michael Kidd-Gilchrist,24,CHO,SF,74,74,25.0,3.8,7.6,0.504,0.0,0.0,0.0,3.8,7.5,0.505,0.504,1.6,2.3,0.684,1.1,2.9,4.1,1.0,0.7,0.4,0.7,1.9,9.2
Kyle Korver,36,CLE,SG,73,4,21.6,3.0,6.6,0.459,2.2,5.2,0.436,0.8,1.5,0.537,0.628,0.9,1.0,0.889,0.1,2.1,2.3,1.2,0.4,0.4,0.8,1.8,9.2
Lance Stephenson,27,IND,SG,82,7,22.6,3.7,8.6,0.427,0.8,2.8,0.289,2.9,5.8,0.495,0.475,1.0,1.5,0.661,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2
Troy Daniels,26,PHO,SG,79,15,20.5,2.9,7.3,0.403,2.3,5.8,0.4,0.6,1.5,0.419,0.563,0.7,0.8,0.875,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9
Manu GinÃ³bili,40,SAS,SG,65,0,20.0,3.1,7.1,0.434,1.0,3.0,0.333,2.1,4.2,0.506,0.503,1.7,2.0,0.84,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9
Anthony Tolliver,32,DET,PF,79,14,22.2,2.8,6.0,0.464,2.0,4.6,0.436,0.8,1.4,0.561,0.632,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,8.9
John Henson,27,MIL,C,76,69,25.9,3.8,6.6,0.572,0.0,0.1,0.143,3.8,6.5,0.578,0.573,1.2,2.1,0.57,2.0,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8
Cameron Payne,23,CHI,PG,25,14,23.3,3.5,8.6,0.405,1.4,3.6,0.385,2.1,5.0,0.419,0.486,0.5,0.6,0.75,0.7,2.0,2.8,4.5,1.0,0.4,1.4,1.8,8.8
Mike Scott,29,WAS,PF,76,1,18.5,3.6,6.9,0.527,0.9,2.1,0.405,2.8,4.8,0.582,0.59,0.7,1.0,0.658,0.7,2.6,3.3,1.1,0.3,0.1,1.0,1.9,8.8
Larry Nance Jr.,25,LAL,C,42,17,22.0,3.6,6.0,0.601,0.0,0.1,0.25,3.6,5.9,0.606,0.603,1.3,2.1,0.632,2.6,4.2,6.8,1.4,1.4,0.5,1.0,2.7,8.6
Larry Nance Jr.,25,CLE,C,24,9,20.8,3.7,6.7,0.55,0.0,0.3,0.125,3.6,6.3,0.572,0.553,1.5,2.1,0.72,2.2,4.8,7.0,1.0,1.2,0.8,0.4,2.5,8.9
Stanley Johnson,21,DET,SF,69,50,27.4,3.0,8.1,0.375,1.0,3.4,0.286,2.1,4.7,0.439,0.435,1.6,2.1,0.772,0.5,3.2,3.7,1.6,1.4,0.2,1.1,2.4,8.7
Skal LabissiÃ¨re,21,SAC,PF,60,29,20.7,3.4,7.6,0.448,0.3,0.9,0.353,3.1,6.8,0.459,0.467,1.6,2.0,0.805,1.7,3.2,4.8,1.2,0.4,0.8,1.2,2.2,8.7
Johnathan Motley,22,DAL,PF,11,4,16.0,3.6,6.8,0.533,0.1,0.5,0.167,3.5,6.3,0.565,0.54,1.4,2.5,0.536,1.3,3.2,4.5,0.6,0.3,0.2,0.8,1.6,8.7
Shabazz Napier,26,POR,PG,74,9,20.7,3.0,7.2,0.42,1.1,2.9,0.376,1.9,4.2,0.45,0.497,1.6,1.9,0.841,0.4,1.9,2.3,2.0,1.1,0.2,1.2,1.1,8.7
Terrence Ross,26,ORL,SG,24,20,25.0,3.2,8.0,0.398,1.3,3.9,0.323,1.9,4.1,0.469,0.476,1.1,1.5,0.75,0.4,2.6,3.0,1.6,1.1,0.5,1.2,1.9,8.7
Isaiah Canaan,26,HOU,SG,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Canaan,26,PHO,PG,19,1,22.0,2.7,7.2,0.382,1.2,3.5,0.333,1.6,3.7,0.429,0.463,2.4,2.7,0.902,0.3,2.0,2.3,4.0,0.8,0.1,1.5,1.9,9.1
Emmanuel Mudiay,21,DEN,PG,42,0,17.9,3.1,7.7,0.401,0.9,2.4,0.373,2.2,5.2,0.414,0.46,1.5,1.9,0.808,0.4,1.9,2.2,2.9,0.5,0.1,1.7,1.1,8.5
Emmanuel Mudiay,21,NYK,PG,22,14,22.4,3.4,9.3,0.368,0.4,2.1,0.196,3.0,7.2,0.418,0.39,1.6,2.3,0.686,0.5,2.2,2.6,3.9,0.9,0.3,1.9,1.5,8.8
Danny Green,30,SAS,SG,70,60,25.6,3.1,8.0,0.387,1.7,4.6,0.363,1.4,3.4,0.419,0.49,0.7,0.9,0.769,0.6,3.0,3.6,1.6,0.9,1.1,1.1,1.7,8.6
Fred VanVleet,23,TOR,PG,76,0,20.0,3.1,7.2,0.426,1.4,3.4,0.414,1.6,3.7,0.437,0.525,1.1,1.3,0.832,0.3,2.1,2.4,3.2,0.9,0.3,1.0,1.7,8.6
Jonathan Gibson,30,BOS,PG,4,0,10.0,3.5,5.8,0.609,1.5,3.0,0.5,2.0,2.8,0.727,0.739,0.0,0.0,,0.0,0.8,0.8,1.0,0.0,0.0,0.8,1.3,8.5
Alex Len,24,PHO,C,69,13,20.2,3.1,5.5,0.566,0.0,0.0,0.333,3.1,5.4,0.568,0.567,2.3,3.3,0.684,2.5,5.0,7.5,1.2,0.4,0.9,1.1,2.3,8.5
Dwight Powell,26,DAL,C,79,24,21.2,3.2,5.4,0.593,0.4,1.1,0.333,2.9,4.4,0.656,0.626,1.7,2.3,0.719,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,8.5
Derrick Rose,29,CLE,PG,16,7,19.3,3.6,8.3,0.439,0.4,1.5,0.25,3.3,6.8,0.481,0.462,2.2,2.6,0.854,0.6,1.2,1.8,1.6,0.2,0.3,1.8,0.9,9.8
Derrick Rose,29,MIN,PG,9,0,12.4,2.6,6.0,0.426,0.1,0.7,0.167,2.4,5.3,0.458,0.435,0.6,0.6,1.0,0.3,0.3,0.7,1.2,0.4,0.0,0.8,0.2,5.8
Devin Harris,34,DAL,PG,44,1,18.3,2.7,6.5,0.415,1.0,2.8,0.352,1.7,3.6,0.465,0.493,2.1,2.5,0.83,0.2,1.7,1.9,1.9,0.8,0.2,1.1,2.3,8.5
Devin Harris,34,DEN,PG,27,0,19.7,2.6,6.3,0.406,1.3,3.8,0.343,1.3,2.5,0.5,0.509,1.8,2.1,0.845,0.1,1.4,1.6,2.5,0.5,0.1,1.0,2.0,8.2
Marcin Gortat,33,WAS,C,82,82,25.3,3.5,6.8,0.518,0.0,0.0,,3.5,6.8,0.518,0.518,1.3,2.0,0.675,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4
Jerami Grant,23,OKC,PF,81,1,20.3,3.0,5.6,0.535,0.4,1.4,0.291,2.6,4.3,0.613,0.57,2.0,3.0,0.675,1.1,2.9,3.9,0.7,0.4,1.0,0.7,1.9,8.4
Jerian Grant,25,CHI,PG,74,26,22.8,2.8,6.8,0.416,0.8,2.5,0.326,2.0,4.3,0.468,0.476,1.9,2.5,0.745,0.4,1.9,2.3,4.6,0.9,0.1,1.2,1.8,8.4
Garrett Temple,31,SAC,SG,65,35,24.8,3.1,7.3,0.418,1.4,3.5,0.392,1.7,3.8,0.442,0.512,0.9,1.2,0.769,0.3,2.0,2.3,1.9,0.9,0.4,1.2,2.1,8.4
Rajon Rondo,31,NOP,PG,65,63,26.2,3.6,7.6,0.468,0.8,2.3,0.333,2.8,5.3,0.526,0.518,0.4,0.7,0.543,0.5,3.6,4.0,8.2,1.1,0.2,2.3,1.8,8.3
J.R. Smith,32,CLE,SG,80,61,28.1,3.0,7.4,0.403,1.8,4.8,0.375,1.2,2.7,0.453,0.524,0.5,0.7,0.696,0.4,2.6,2.9,1.8,0.9,0.1,1.0,2.0,8.3
Jarrett Allen,19,BRK,C,72,31,20.0,3.3,5.5,0.589,0.1,0.2,0.333,3.2,5.3,0.599,0.596,1.6,2.0,0.776,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2
Thabo Sefolosha,33,UTA,SF,38,6,21.2,3.1,6.3,0.492,0.8,2.2,0.381,2.3,4.1,0.551,0.558,1.2,1.4,0.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
Evan Turner,29,POR,SF,79,40,25.7,3.3,7.3,0.447,0.5,1.7,0.318,2.7,5.6,0.485,0.484,1.2,1.4,0.85,0.4,2.7,3.1,2.2,0.6,0.4,1.3,2.1,8.2
Dante Exum,22,UTA,PG,14,0,16.8,3.0,6.2,0.483,0.4,1.3,0.278,2.6,4.9,0.536,0.511,1.8,2.2,0.806,0.3,1.6,1.9,3.1,0.6,0.2,1.4,1.4,8.1
Dejounte Murray,21,SAS,PG,81,48,21.5,3.3,7.5,0.443,0.1,0.4,0.265,3.2,7.1,0.454,0.451,1.3,1.8,0.709,1.4,4.3,5.7,2.9,1.2,0.4,1.7,1.9,8.1
